,current_day,clound_min,clound_max,clound_std,clound_median
411,2020-2-16,1.0,4.0,1.5050420310248867,3.0
412,2020-2-17,1.0,4.0,1.2401124093721454,2.0
413,2020-2-18,1.0,4.0,1.2401124093721456,3.5
414,2020-2-19,1.0,4.0,1.2673044646258476,3.0
415,2020-2-20,1.0,4.0,1.4433756729740645,2.0
416,2020-2-21,1.0,4.0,1.2154310870109943,4.0
417,2020-2-22,1.0,4.0,1.378954368902449,4.0
418,2020-2-23,1.0,4.0,1.4433756729740645,2.0
419,2020-2-24,1.0,4.0,1.4433756729740645,2.0
420,2020-2-25,1.0,4.0,1.1677484162422844,2.0
421,2020-2-26,1.0,4.0,1.1381803659589922,2.0
422,2020-2-27,1.0,4.0,1.044465935734187,2.0
423,2020-2-28,1.0,4.0,1.3789543689024493,4.0
424,2020-2-29,1.0,4.0,1.2401124093721454,2.0
425,2020-3-1,1.0,4.0,1.3113721705515067,2.0
426,2020-3-2,0.0,4.0,0.8528028654224418,2.0
427,2020-3-3,1.0,4.0,1.0730867399773196,2.0
428,2020-3-4,1.0,4.0,1.3026778945578592,2.0
429,2020-3-5,1.0,2.0,0.45226701686664544,2.0
430,2020-3-6,1.0,4.0,1.0730867399773196,2.0
431,2020-3-7,1.0,4.0,1.3113721705515067,2.0
432,2020-3-8,1.0,4.0,1.381698559415515,2.0
433,2020-3-9,1.0,4.0,1.0836246694508318,2.0
434,2020-3-10,1.0,4.0,1.3568010505999362,2.0
435,2020-3-11,1.0,4.0,1.403458930534474,1.5
436,2020-3-12,1.0,4.0,1.4433756729740643,1.0
437,2020-3-13,1.0,4.0,1.2673044646258476,4.0
438,2020-3-14,1.0,4.0,1.3568010505999362,3.0
439,2020-3-15,1.0,4.0,1.378954368902449,4.0
440,2020-3-16,1.0,4.0,1.4668044012461754,4.0
441,2020-3-17,1.0,4.0,1.3789543689024493,4.0
442,2020-3-18,2.0,4.0,0.5773502691896257,4.0
443,2020-3-19,1.0,4.0,0.8660254037844386,4.0
444,2020-3-20,1.0,4.0,1.1677484162422844,4.0
445,2020-3-21,1.0,4.0,1.5050420310248864,3.0
446,2020-3-22,1.0,4.0,1.4668044012461756,4.0
447,2020-3-23,1.0,4.0,1.4668044012461754,4.0
448,2020-3-24,1.0,4.0,1.3568010505999362,4.0
449,2020-3-25,1.0,4.0,0.8660254037844386,4.0
450,2020-3-26,2.0,4.0,0.5773502691896257,4.0
451,2020-3-27,1.0,4.0,0.8660254037844386,4.0
452,2020-3-28,1.0,4.0,0.8660254037844386,4.0
453,2020-3-29,1.0,4.0,1.5050420310248864,3.0
454,2020-3-30,1.0,4.0,1.2309149097933274,4.0
455,2020-3-31,1.0,4.0,0.8660254037844386,4.0
456,2020-4-1,1.0,4.0,1.3568010505999362,4.0
457,2020-4-2,1.0,4.0,1.3568010505999362,4.0
458,2020-4-3,1.0,4.0,1.4668044012461754,4.0
459,2020-4-4,4.0,4.0,0.0,4.0
460,2020-4-5,4.0,4.0,0.0,4.0
461,2020-4-6,1.0,4.0,1.2309149097933274,4.0
462,2020-4-7,4.0,4.0,0.0,4.0
463,2020-4-8,4.0,4.0,0.0,4.0
464,2020-4-9,4.0,4.0,0.0,4.0
465,2020-4-10,4.0,4.0,0.0,4.0
466,2020-4-11,4.0,4.0,0.0,4.0
467,2020-4-12,4.0,4.0,0.0,4.0
468,2020-4-13,2.0,4.0,0.5773502691896257,4.0
469,2020-4-14,1.0,4.0,0.8660254037844386,4.0
470,2020-4-15,4.0,4.0,0.0,4.0
471,2020-4-16,4.0,4.0,0.0,4.0
472,2020-4-17,1.0,4.0,0.9962049198956219,4.0
