,current_day,cloud,temp_max,temp_min
714,2020-12-15,scattered showers,9°,3°
715,2020-12-16,foggy,10°,4°
716,2020-12-17,cloudy,10°,3°
717,2020-12-18,foggy,6°,0°
718,2020-12-19,foggy,10°,2°
719,2020-12-20,scattered showers,9°,5°
720,2020-12-21,foggy,10°,4°
721,2020-12-22,cloudy,14°,10°
722,2020-12-23,mostly sunny,15°,12°
723,2020-12-24,cloudy,12°,3°
724,2020-12-25,cloudy,5°,0°
725,2020-12-26,cloudy,5°,-1°
726,2020-12-27,cloudy,7°,-2°
727,2020-12-28,mostly cloudy,7°,1°
728,2020-12-29,scattered showers,6°,3°
729,2020-12-30,cloudy,6°,2°
730,2020-12-31,cloudy,5°,1°
